&1&2&3&5&6&10&11&12&13
0&11/06/18 00:00:48&	SMTP-IN	26E23B490FFC4F39BDFEC25761B79CFC.MAI	748	&177.8.169.156&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
1&11/06/18 00:00:48&	SMTP-IN	26E23B490FFC4F39BDFEC25761B79CFC.MAI	748	&177.8.169.156&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3301&11/06/18 11:51:29&	SMTP-IN	58E719BB8C544E3BAACEE53042685C6A.MAI	872	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&lisa	
3302&11/06/18 11:51:29&	SMTP-IN	58E719BB8C544E3BAACEE53042685C6A.MAI	872	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&lisa	
3303&11/06/18 11:52:26&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:52:26	&0&0&	
3304&11/06/18 11:52:26&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3305&11/06/18 11:52:26&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3306&11/06/18 11:52:26&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&dcooper	
3307&11/06/18 11:52:27&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&AUTH&ZGNvb3Blcg==&535 Invalid Username or Password	&34&14&dcooper	
3308&11/06/18 11:52:27&	SMTP-IN	2D6AFA98F1334191AF133A3EB9F12D08.MAI	896	&213.186.180.179&QUIT&QUIT&221 Service closing transmission channel	&42&6&dcooper	
3309&11/06/18 11:53:27&	SMTP-IN	60976E2D65284BA6B580BB084012E146.MAI	936	&213.202.255.68&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:53:27	&0&0&	
3310&11/06/18 11:53:27&	SMTP-IN	60976E2D65284BA6B580BB084012E146.MAI	936	&213.202.255.68&EHLO&EHLO&mail.narodny.eu	250-cirkul-m.ru [213.202.255.68], this server offers 4 extensions	&129&22&	
3311&11/06/18 11:53:28&	SMTP-IN	60976E2D65284BA6B580BB084012E146.MAI	936	&213.202.255.68&MAIL&MAIL&FROM:<emwusjk@narodny.eu>	250 Requested mail action okay, completed	&43&32&	
3312&11/06/18 11:53:28&	SMTP-IN	60976E2D65284BA6B580BB084012E146.MAI	936	&213.202.255.68&RCPT&RCPT&TO:<info@cirkul-m.ru>	250 Requested mail action okay, completed	&43&28&	
3313&11/06/18 11:53:28&	SMTP-IN	60976E2D65284BA6B580BB084012E146.MAI	936	&213.202.255.68&DATA&DATA&354 Start mail input; end with <CRLF>.<CRLF>	&46&6&	
3314&11/06/18 11:53:29&	SMTP-IN	3D65AF190EFE41198048F4B5711A80FA.MAI	936	&213.202.255.68&QUIT&QUIT&221 Service closing transmission channel	&42&6&	
3315&11/06/18 11:53:43&	SMTP-IN	B5ACF81804124377BE80A18F44471A59.MAI	792	&51.15.187.84&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:53:43	&0&0&	
3316&11/06/18 11:53:43&	SMTP-IN	B5ACF81804124377BE80A18F44471A59.MAI	792	&51.15.187.84&EHLO&EHLO&mail.rilges.art	250-cirkul-m.ru [51.15.187.84], this server offers 4 extensions	&127&22&	
3317&11/06/18 11:53:43&	SMTP-IN	B5ACF81804124377BE80A18F44471A59.MAI	792	&51.15.187.84&MAIL&MAIL&FROM:<yqyoyck@rilges.art>	250 Requested mail action okay, completed	&43&32&	
3318&11/06/18 11:53:44&	SMTP-IN	B5ACF81804124377BE80A18F44471A59.MAI	792	&51.15.187.84&RCPT&RCPT&TO:<oaa@cirkul-m.ru>	250 Requested mail action okay, completed	&43&27&	
3319&11/06/18 11:53:44&	SMTP-IN	B5ACF81804124377BE80A18F44471A59.MAI	792	&51.15.187.84&DATA&DATA&354 Start mail input; end with <CRLF>.<CRLF>	&46&6&	
3320&11/06/18 11:53:44&	SMTP-IN	EA510C78A556494BA000990B128F90E6.MAI	792	&51.15.187.84&QUIT&QUIT&221 Service closing transmission channel	&42&6&	
3321&11/06/18 11:54:21&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:54:21	&0&0&	
3322&11/06/18 11:54:21&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3323&11/06/18 11:54:21&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3324&11/06/18 11:54:22&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dcox	
3325&11/06/18 11:54:22&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&AUTH&ZGNveA==&535 Invalid Username or Password	&34&10&dcox	
3326&11/06/18 11:54:22&	SMTP-IN	1455AA5A66E3476A88B410B29B761812.MAI	896	&190.213.10.158&QUIT&QUIT&221 Service closing transmission channel	&42&6&dcox	
3327&11/06/18 11:56:17&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:56:17	&0&0&	
3328&11/06/18 11:56:17&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3329&11/06/18 11:56:18&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3330&11/06/18 11:56:18&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&ddavis	
3331&11/06/18 11:56:18&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&AUTH&ZGRhdmlz&535 Invalid Username or Password	&34&10&ddavis	
3332&11/06/18 11:56:18&	SMTP-IN	FA134344AA6A466FB0FCACBEA56B4966.MAI	1028	&211.193.148.63&QUIT&QUIT&221 Service closing transmission channel	&42&6&ddavis	
3333&11/06/18 11:57:07&	SMTP-IN	1E9A859F90D6439E9183E47912D6EEFA.MAI	708	&193.169.252.54&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:57:07	&0&0&	
3334&11/06/18 11:57:08&	SMTP-IN	1E9A859F90D6439E9183E47912D6EEFA.MAI	708	&193.169.252.54&EHLO&EHLO&User	250-cirkul-m.ru [193.169.252.54], this server offers 4 extensions	&129&11&	
3335&11/06/18 11:57:08&	SMTP-IN	1E9A859F90D6439E9183E47912D6EEFA.MAI	708	&193.169.252.54&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3336&11/06/18 11:57:08&	SMTP-IN	1E9A859F90D6439E9183E47912D6EEFA.MAI	708	&193.169.252.54&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&toshiba	
3337&11/06/18 11:57:08&	SMTP-IN	1E9A859F90D6439E9183E47912D6EEFA.MAI	708	&193.169.252.54&AUTH&V2VsY29tZTE=&535 Invalid Username or Password	&34&14&toshiba	
3338&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:57:11	&0&0&	
3339&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&EHLO&EHLO&User	250-cirkul-m.ru [80.82.70.189], this server offers 4 extensions	&127&11&	
3340&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&RSET&RSET&250 Requested mail action okay, completed	&43&6&	
3341&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3342&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&30&catherine@cirkul-m.ru	
3343&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&AUTH&Y2F0aGVyaW5lMTIz&535 Invalid Username or Password	&34&18&catherine@cirkul-m.ru	
3344&11/06/18 11:57:11&	SMTP-IN	865B5D482B47445B8F9A8472CE908715.MAI	1028	&80.82.70.189&QUIT&QUIT&221 Service closing transmission channel	&42&6&catherine@cirkul-m.ru	
3345&11/06/18 11:58:21&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:58:21	&0&0&	
3346&11/06/18 11:58:21&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3347&11/06/18 11:58:22&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3348&11/06/18 11:58:22&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&ddiaz	
3349&11/06/18 11:58:22&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&AUTH&ZGRpYXo=&535 Invalid Username or Password	&34&10&ddiaz	
3350&11/06/18 11:58:23&	SMTP-IN	BBD204003BBD49DBA87A48AB674241FD.MAI	876	&82.127.128.117&QUIT&QUIT&221 Service closing transmission channel	&42&6&ddiaz	
3351&11/06/18 11:58:31&	SMTP-IN	B2D3C038207B46C881AA29325C52AC65.MAI	816	&193.169.252.163&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:58:31	&0&0&	
3352&11/06/18 11:58:31&	SMTP-IN	B2D3C038207B46C881AA29325C52AC65.MAI	816	&193.169.252.163&EHLO&EHLO&178.72.90.213	250-cirkul-m.ru [193.169.252.163], this server offers 4 extensions	&130&20&	
3353&11/06/18 11:58:31&	SMTP-IN	B2D3C038207B46C881AA29325C52AC65.MAI	816	&193.169.252.163&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3354&11/06/18 11:58:31&	SMTP-IN	B2D3C038207B46C881AA29325C52AC65.MAI	816	&193.169.252.163&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&6&it	
3355&11/06/18 11:58:32&	SMTP-IN	B2D3C038207B46C881AA29325C52AC65.MAI	816	&193.169.252.163&AUTH&UGFzc3dvcmQxMjM=&535 Invalid Username or Password	&34&18&it	
3356&11/06/18 11:59:58&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 11:59:58	&0&0&	
3357&11/06/18 11:59:58&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&HELO&HELO&*.*	250 Requested mail action okay, completed	&43&10&	
3358&11/06/18 11:59:58&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3359&11/06/18 11:59:59&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dead	
3360&11/06/18 11:59:59&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&AUTH&ZGVhZA==&535 Invalid Username or Password	&34&10&dead	
3361&11/06/18 11:59:59&	SMTP-IN	AA531924392B409CA0AA71FE08E0880D.MAI	788	&190.85.234.7&QUIT&QUIT&221 Service closing transmission channel	&42&6&dead	
3362&11/06/18 12:01:46&	SMTP-IN	CE6CD62AA735461195DE37B2BA6E9124.MAI	708	&185.234.219.30&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:01:46	&0&0&	
3363&11/06/18 12:01:46&	SMTP-IN	CE6CD62AA735461195DE37B2BA6E9124.MAI	708	&185.234.219.30&EHLO&EHLO&User	250-cirkul-m.ru [185.234.219.30], this server offers 4 extensions	&129&11&	
3364&11/06/18 12:01:46&	SMTP-IN	CE6CD62AA735461195DE37B2BA6E9124.MAI	708	&185.234.219.30&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3365&11/06/18 12:01:46&	SMTP-IN	CE6CD62AA735461195DE37B2BA6E9124.MAI	708	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&stephanie	
3366&11/06/18 12:01:46&	SMTP-IN	CE6CD62AA735461195DE37B2BA6E9124.MAI	708	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&stephanie	
3367&11/06/18 12:01:56&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:01:56	&0&0&	
3368&11/06/18 12:01:56&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3369&11/06/18 12:01:56&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3370&11/06/18 12:01:57&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&deal	
3371&11/06/18 12:01:57&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&AUTH&ZGVhbA==&535 Invalid Username or Password	&34&10&deal	
3372&11/06/18 12:01:57&	SMTP-IN	A2C40E356E0647A491D0E8CD9005B527.MAI	876	&145.253.245.130&QUIT&QUIT&221 Service closing transmission channel	&42&6&deal	
3373&11/06/18 12:03:46&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:03:46	&0&0&	
3374&11/06/18 12:03:47&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3375&11/06/18 12:03:47&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3376&11/06/18 12:03:47&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dealba	
3377&11/06/18 12:03:48&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&AUTH&ZGVhbGJh&535 Invalid Username or Password	&34&10&dealba	
3378&11/06/18 12:03:48&	SMTP-IN	0090337CB8064642AE38B80B8B6D3CA1.MAI	816	&187.67.179.181&QUIT&QUIT&221 Service closing transmission channel	&42&6&dealba	
3379&11/06/18 12:05:38&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:05:38	&0&0&	
3380&11/06/18 12:05:38&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&HELO&HELO&*.*	250 Requested mail action okay, completed	&43&10&	
3381&11/06/18 12:05:38&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3382&11/06/18 12:05:39&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dealer	
3383&11/06/18 12:05:39&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&AUTH&ZGVhbGVy&535 Invalid Username or Password	&34&10&dealer	
3384&11/06/18 12:05:39&	SMTP-IN	2C27046C265F4795B35E0C42BE26F6BF.MAI	788	&154.73.182.24&QUIT&QUIT&221 Service closing transmission channel	&42&6&dealer	
3385&11/06/18 12:07:27&	SMTP-IN	0E8EA7E2165F4F01842B3E2B24E4E4B5.MAI	708	&185.138.183.47&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:07:27	&0&0&	
3386&11/06/18 12:07:27&	SMTP-IN	0E8EA7E2165F4F01842B3E2B24E4E4B5.MAI	708	&185.138.183.47&EHLO&EHLO&macka47.sndsy.ru	250-cirkul-m.ru [185.138.183.47], this server offers 4 extensions	&129&23&	
3387&11/06/18 12:07:27&	SMTP-IN	0E8EA7E2165F4F01842B3E2B24E4E4B5.MAI	708	&185.138.183.47&MAIL&MAIL&FROM:<gluck-208-575133-18801-x_1462365946884612@mail.sendsay.ru>	250 Requested mail action okay, completed	&43&71&	
3388&11/06/18 12:07:28&	SMTP-IN	0E8EA7E2165F4F01842B3E2B24E4E4B5.MAI	708	&185.138.183.47&RCPT&RCPT&TO:<oaa@cirkul-m.ru>	250 Requested mail action okay, completed	&43&27&	
3389&11/06/18 12:07:28&	SMTP-IN	0E8EA7E2165F4F01842B3E2B24E4E4B5.MAI	708	&185.138.183.47&DATA&DATA&354 Start mail input; end with <CRLF>.<CRLF>	&46&6&	
3390&11/06/18 12:07:28&	SMTP-IN	017DCD2552174AADAD43B159BEAF097C.MAI	708	&185.138.183.47&QUIT&QUIT&221 Service closing transmission channel	&42&6&	
3391&11/06/18 12:07:36&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:07:36	&0&0&	
3392&11/06/18 12:07:36&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3393&11/06/18 12:07:37&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3394&11/06/18 12:07:37&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&dean	
3395&11/06/18 12:07:37&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&AUTH&ZGVhbg==&535 Invalid Username or Password	&34&10&dean	
3396&11/06/18 12:07:38&	SMTP-IN	80A5F04DE5104AFD862CAB46ACB366EA.MAI	872	&186.0.90.52&QUIT&QUIT&221 Service closing transmission channel	&42&6&dean	
3397&11/06/18 12:09:19&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:09:19	&0&0&	
3398&11/06/18 12:09:19&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3399&11/06/18 12:09:20&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3400&11/06/18 12:09:20&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&deana	
3401&11/06/18 12:09:20&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&AUTH&ZGVhbmE=&535 Invalid Username or Password	&34&10&deana	
3402&11/06/18 12:09:20&	SMTP-IN	E12B33673C26436F9E2B35F00ED6CA1D.MAI	1028	&223.255.139.18&QUIT&QUIT&221 Service closing transmission channel	&42&6&deana	
3403&11/06/18 12:11:14&	SMTP-IN	89605389DFFC483B8F9B03BBAA8B84D6.MAI	896	&65.39.92.157&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:11:14	&0&0&	
3404&11/06/18 12:11:14&	SMTP-IN	89605389DFFC483B8F9B03BBAA8B84D6.MAI	896	&65.39.92.157&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3405&11/06/18 12:11:16&	SMTP-IN	89605389DFFC483B8F9B03BBAA8B84D6.MAI	896	&65.39.92.157&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3406&11/06/18 12:11:21&	SMTP-IN	89605389DFFC483B8F9B03BBAA8B84D6.MAI	896	&65.39.92.157&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&6&AB	
3407&11/06/18 12:11:52&	SMTP-IN	C359675D0FD144F9B09508CFF497C8A9.MAI	708	&185.234.219.30&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:11:52	&0&0&	
3408&11/06/18 12:11:52&	SMTP-IN	C359675D0FD144F9B09508CFF497C8A9.MAI	708	&185.234.219.30&EHLO&EHLO&User	250-cirkul-m.ru [185.234.219.30], this server offers 4 extensions	&129&11&	
3409&11/06/18 12:11:52&	SMTP-IN	C359675D0FD144F9B09508CFF497C8A9.MAI	708	&185.234.219.30&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3410&11/06/18 12:11:52&	SMTP-IN	C359675D0FD144F9B09508CFF497C8A9.MAI	708	&185.234.219.30&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&10&stores	
3411&11/06/18 12:11:52&	SMTP-IN	C359675D0FD144F9B09508CFF497C8A9.MAI	708	&185.234.219.30&AUTH&d2VsY29tZQ==&535 Invalid Username or Password	&34&14&stores	
3412&11/06/18 12:13:24&	SMTP-IN	0B384D8A854C4A4D957F520CCF7B81DF.MAI	816	&41.215.208.138&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:13:24	&0&0&	
3413&11/06/18 12:13:24&	SMTP-IN	0B384D8A854C4A4D957F520CCF7B81DF.MAI	816	&41.215.208.138&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3414&11/06/18 12:14:35&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:14:35	&0&0&	
3415&11/06/18 12:14:35&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&EHLO&EHLO&User	250-cirkul-m.ru [80.82.70.189], this server offers 4 extensions	&127&11&	
3416&11/06/18 12:14:36&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&RSET&RSET&250 Requested mail action okay, completed	&43&6&	
3417&11/06/18 12:14:36&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3418&11/06/18 12:14:36&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&26&cecil@cirkul-m.ru	
3419&11/06/18 12:14:36&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&AUTH&Y2VjaWwxMjM=&535 Invalid Username or Password	&34&14&cecil@cirkul-m.ru	
3420&11/06/18 12:14:36&	SMTP-IN	85BDF43847974420A4B112B378A06EBF.MAI	872	&80.82.70.189&QUIT&QUIT&221 Service closing transmission channel	&42&6&cecil@cirkul-m.ru	
3421&11/06/18 12:15:06&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:15:06	&0&0&	
3422&11/06/18 12:15:06&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&HELO&HELO&mail.cirkul-m.ru	250 Requested mail action okay, completed	&43&23&	
3423&11/06/18 12:15:06&	SMTP-IN	71B16C59BC7548559AC117E84306B70C.MAI	1028	&193.169.252.163&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 12:15:06	&0&0&	
3424&11/06/18 12:15:06&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3425&11/06/18 12:15:06&	SMTP-IN	71B16C59BC7548559AC117E84306B70C.MAI	1028	&193.169.252.163&EHLO&EHLO&178.72.90.213	250-cirkul-m.ru [193.169.252.163], this server offers 4 extensions	&130&20&	
3426&11/06/18 12:15:06&	SMTP-IN	71B16C59BC7548559AC117E84306B70C.MAI	1028	&193.169.252.163&AUTH&AUTH&LOGIN	334 VXNlcm5hbWU6	&18&12&	
3427&11/06/18 12:15:07&	SMTP-IN	71B16C59BC7548559AC117E84306B70C.MAI	1028	&193.169.252.163&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&jennifer	
3428&11/06/18 12:15:07&	SMTP-IN	71B16C59BC7548559AC117E84306B70C.MAI	1028	&193.169.252.163&AUTH&UGFzc3dvcmQxMjM=&535 Invalid Username or Password	&34&18&jennifer	
3429&11/06/18 12:15:07&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&AUTH&{blank}&334 UGFzc3dvcmQ6	&18&14&deandre	
3430&11/06/18 12:15:07&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&AUTH&ZGVhbmRyZQ==&535 Invalid Username or Password	&34&14&deandre	
3431&11/06/18 12:15:07&	SMTP-IN	17C8DFF380E249DCAAD0524D41478D97.MAI	896	&186.201.186.107&QUIT&QUIT&221 Service closing transmission channel	&42&6&deandre	
